# TEMPERATURE = 2.500000e+01
# FREQ WR(AV) WI(AV)
8.12830516164e+01 1.56129693467e+03 -5.51637291175e+01
8.31763771103e+01 1.56120524626e+03 -5.64453441562e+01
8.51138038202e+01 1.56110924824e+03 -5.77565753074e+01
8.70963589956e+01 1.56100873863e+03 -5.90980955539e+01
8.91250938134e+01 1.56090350600e+03 -6.04705923545e+01
9.12010839356e+01 1.56079332912e+03 -6.18747678963e+01
9.33254300797e+01 1.56067797641e+03 -6.33113393461e+01
9.54992586021e+01 1.56055720557e+03 -6.47810391027e+01
9.77237220956e+01 1.56043076299e+03 -6.62846150467e+01
1.00000000000e+02 1.56029838331e+03 -6.78228307900e+01
1.02329299228e+02 1.56015978882e+03 -6.93964659226e+01
1.04712854805e+02 1.56001468895e+03 -7.10063162569e+01
1.07151930524e+02 1.55986277964e+03 -7.26531940686e+01
1.09647819614e+02 1.55970374276e+03 -7.43379283344e+01
1.12201845430e+02 1.55953724543e+03 -7.60613649639e+01
1.14815362150e+02 1.55936293941e+03 -7.78243670265e+01
1.17489755494e+02 1.55918046033e+03 -7.96278149722e+01
1.20226443462e+02 1.55898942702e+03 -8.14726068444e+01
1.23026877081e+02 1.55878944072e+03 -8.33596584851e+01
1.25892541179e+02 1.55858008432e+03 -8.52899037294e+01
1.28824955169e+02 1.55836092149e+03 -8.72642945909e+01
1.31825673856e+02 1.55813149586e+03 -8.92838014338e+01
1.34896288259e+02 1.55789133008e+03 -9.13494131324e+01
1.38038426460e+02 1.55763992493e+03 -9.34621372157e+01
1.41253754462e+02 1.55737675834e+03 -9.56229999949e+01
1.44543977075e+02 1.55710128433e+03 -9.78330466740e+01
1.47910838817e+02 1.55681293200e+03 -1.00093341440e+02
1.51356124844e+02 1.55651110443e+03 -1.02404967529e+02
1.54881661891e+02 1.55619517752e+03 -1.04769027273e+02
1.58489319246e+02 1.55586449878e+03 -1.07186642116e+02
1.62181009736e+02 1.55551838615e+03 -1.09658952604e+02
1.65958690744e+02 1.55515612666e+03 -1.12187118340e+02
1.69824365246e+02 1.55477697511e+03 -1.14772317913e+02
1.73780082875e+02 1.55438015269e+03 -1.17415748780e+02
1.77827941004e+02 1.55396484555e+03 -1.20118627114e+02
1.81970085861e+02 1.55353020325e+03 -1.22882187608e+02
1.86208713666e+02 1.55307533728e+03 -1.25707683231e+02
1.90546071796e+02 1.55259931939e+03 -1.28596384932e+02
1.94984459976e+02 1.55210117996e+03 -1.31549581294e+02
1.99526231497e+02 1.55157990625e+03 -1.34568578120e+02
2.04173794467e+02 1.55103444061e+03 -1.37654697964e+02
2.08929613085e+02 1.55046367867e+03 -1.40809279590e+02
2.13796208950e+02 1.54986646737e+03 -1.44033677358e+02
2.18776162395e+02 1.54924160302e+03 -1.47329260527e+02
2.23872113857e+02 1.54858782924e+03 -1.50697412478e+02
2.29086765277e+02 1.54790383489e+03 -1.54139529845e+02
2.34422881532e+02 1.54718825185e+03 -1.57657021547e+02
2.39883291902e+02 1.54643965283e+03 -1.61251307718e+02
2.45470891569e+02 1.54565654905e+03 -1.64923818520e+02
2.51188643151e+02 1.54483738790e+03 -1.68675992847e+02
2.57039578277e+02 1.54398055048e+03 -1.72509276892e+02
2.63026799190e+02 1.54308434917e+03 -1.76425122585e+02
2.69153480393e+02 1.54214702503e+03 -1.80424985884e+02
2.75422870334e+02 1.54116674525e+03 -1.84510324916e+02
2.81838293126e+02 1.54014160045e+03 -1.88682597952e+02
2.88403150313e+02 1.53906960200e+03 -1.92943261212e+02
2.95120922667e+02 1.53794867929e+03 -1.97293766484e+02
3.01995172040e+02 1.53677667686e+03 -2.01735558552e+02
3.09029543251e+02 1.53555135164e+03 -2.06270072419e+02
3.16227766017e+02 1.53427037008e+03 -2.10898730311e+02
3.23593656930e+02 1.53293130520e+03 -2.15622938451e+02
3.31131121483e+02 1.53153163376e+03 -2.20444083601e+02
3.38844156139e+02 1.53006873330e+03 -2.25363529335e+02
3.46736850453e+02 1.52853987926e+03 -2.30382612061e+02
3.54813389234e+02 1.52694224205e+03 -2.35502636754e+02
3.63078054770e+02 1.52527288424e+03 -2.40724872394e+02
3.71535229097e+02 1.52352875768e+03 -2.46050547108e+02
3.80189396321e+02 1.52170670077e+03 -2.51480842975e+02
3.89045144994e+02 1.51980343575e+03 -2.57016890514e+02
3.98107170553e+02 1.51781556608e+03 -2.62659762812e+02
4.07380277804e+02 1.51573957399e+03 -2.68410469294e+02
4.16869383470e+02 1.51357181811e+03 -2.74269949124e+02
4.26579518802e+02 1.51130853128e+03 -2.80239064214e+02
4.36515832240e+02 1.50894581856e+03 -2.86318591836e+02
4.46683592151e+02 1.50647965543e+03 -2.92509216824e+02
4.57088189615e+02 1.50390588626e+03 -2.98811523364e+02
4.67735141287e+02 1.50122022309e+03 -3.05225986342e+02
4.78630092323e+02 1.49841824463e+03 -3.11752962271e+02
4.89778819368e+02 1.49549539576e+03 -3.18392679770e+02
5.01187233627e+02 1.49244698729e+03 -3.25145229598e+02
5.12861383991e+02 1.48926819629e+03 -3.32010554248e+02
5.24807460250e+02 1.48595406681e+03 -3.38988437091e+02
5.37031796370e+02 1.48249951116e+03 -3.46078491087e+02
5.49540873858e+02 1.47889931188e+03 -3.53280147058e+02
5.62341325190e+02 1.47514812421e+03 -3.60592641551e+02
5.75439937337e+02 1.47124047936e+03 -3.68015004287e+02
5.88843655356e+02 1.46717078851e+03 -3.75546045239e+02
6.02559586074e+02 1.46293334767e+03 -3.83184341349e+02
6.16595001861e+02 1.45852234338e+03 -3.90928222916e+02
6.30957344480e+02 1.45393185937e+03 -3.98775759713e+02
6.45654229035e+02 1.44915588429e+03 -4.06724746850e+02
6.60693448008e+02 1.44418832048e+03 -4.14772690453e+02
6.76082975392e+02 1.43902299386e+03 -4.22916793219e+02
6.91830970919e+02 1.43365366512e+03 -4.31153939909e+02
7.07945784384e+02 1.42807404212e+03 -4.39480682855e+02
7.24435960075e+02 1.42227779367e+03 -4.47893227576e+02
7.41310241301e+02 1.41625856467e+03 -4.56387418589e+02
7.58577575029e+02 1.41000999274e+03 -4.64958725533e+02
7.76247116629e+02 1.40352572634e+03 -4.73602229702e+02
7.94328234724e+02 1.39679944442e+03 -4.82312611137e+02
8.12830516164e+02 1.38982487770e+03 -4.91084136398e+02
8.31763771103e+02 1.38259583145e+03 -4.99910647157e+02
8.51138038202e+02 1.37510621000e+03 -5.08785549792e+02
8.70963589956e+02 1.36735004281e+03 -5.17701806121e+02
8.91250938134e+02 1.35932151213e+03 -5.26651925464e+02
9.12010839356e+02 1.35101498228e+03 -5.35627958217e+02
9.33254300797e+02 1.34242503043e+03 -5.44621491117e+02
9.54992586021e+02 1.33354647883e+03 -5.53623644398e+02
9.77237220956e+02 1.32437442847e+03 -5.62625071040e+02
1.00000000000e+03 1.31490429398e+03 -5.71615958297e+02
1.02329299228e+03 1.30513183963e+03 -5.80586031718e+02
1.04712854805e+03 1.29505321638e+03 -5.89524561845e+02
1.07151930524e+03 1.28466499967e+03 -5.98420373785e+02
1.09647819614e+03 1.27396422784e+03 -6.07261859836e+02
1.12201845430e+03 1.26294844088e+03 -6.16036995330e+02
1.14815362150e+03 1.25161571926e+03 -6.24733357851e+02
1.17489755494e+03 1.23996472260e+03 -6.33338149967e+02
1.20226443462e+03 1.22799472777e+03 -6.41838225573e+02
1.23026877081e+03 1.21570566623e+03 -6.50220119934e+02
1.25892541179e+03 1.20309816000e+03 -6.58470083480e+02
1.28824955169e+03 1.19017355624e+03 -6.66574119375e+02
1.31825673856e+03 1.17693395969e+03 -6.74518024818e+02
1.34896288259e+03 1.16338226278e+03 -6.82287436035e+02
1.38038426460e+03 1.14952217292e+03 -6.89867876832e+02
1.41253754462e+03 1.13535823661e+03 -6.97244810563e+02
1.44543977075e+03 1.12089585985e+03 -7.04403695297e+02
1.47910838817e+03 1.10614132461e+03 -7.11330041934e+02
1.51356124844e+03 1.09110180074e+03 -7.18009474942e+02
1.54881661891e+03 1.07578535330e+03 -7.24427795381e+02
1.58489319246e+03 1.06020094460e+03 -7.30571045768e+02
1.62181009736e+03 1.04435843091e+03 -7.36425576358e+02
1.65958690744e+03 1.02826855359e+03 -7.41978112314e+02
1.69824365246e+03 1.01194292424e+03 -7.47215821234e+02
1.73780082875e+03 9.95394003953e+02 -7.52126380467e+02
1.77827941004e+03 9.78635076512e+02 -7.56698043601e+02
1.81970085861e+03 9.61680215468e+02 -7.60919705521e+02
1.86208713666e+03 9.44544245248e+02 -7.64780965385e+02
1.90546071796e+03 9.27242696380e+02 -7.68272186907e+02
1.94984459976e+03 9.09791755071e+02 -7.71384555308e+02
1.99526231497e+03 8.92208207398e+02 -7.74110130334e+02
2.04173794467e+03 8.74509378507e+02 -7.76441894758e+02
2.08929613085e+03 8.56713067215e+02 -7.78373797833e+02
2.13796208950e+03 8.38837476537e+02 -7.79900793202e+02
2.18776162395e+03 8.20901140680e+02 -7.81018870813e+02
2.23872113857e+03 8.02922849115e+02 -7.81725082493e+02
2.29086765277e+03 7.84921568377e+02 -7.82017560851e+02
2.34422881532e+03 7.66916362290e+02 -7.81895531305e+02
2.39883291902e+03 7.48926311303e+02 -7.81359317084e+02
2.45470891568e+03 7.30970431695e+02 -7.80410337139e+02
2.51188643151e+03 7.13067595340e+02 -7.79051096993e+02
2.57039578277e+03 6.95236450774e+02 -7.77285172646e+02
2.63026799190e+03 6.77495346258e+02 -7.75117187707e+02
2.69153480393e+03 6.59862255487e+02 -7.72552784052e+02
2.75422870334e+03 6.42354706597e+02 -7.69598586325e+02
2.81838293126e+03 6.24989715027e+02 -7.66262160713e+02
2.88403150313e+03 6.07783720770e+02 -7.62551968456e+02
2.95120922667e+03 5.90752530464e+02 -7.58477314618e+02
3.01995172040e+03 5.73911264716e+02 -7.54048292679e+02
3.09029543251e+03 5.57274310973e+02 -7.49275725554e+02
3.16227766017e+03 5.40855282185e+02 -7.44171103643e+02
3.23593656930e+03 5.24666981430e+02 -7.38746520555e+02
3.31131121483e+03 5.08721372581e+02 -7.33014607131e+02
3.38844156139e+03 4.93029557061e+02 -7.26988464396e+02
3.46736850453e+03 4.77601756607e+02 -7.20681596048e+02
3.54813389234e+03 4.62447301951e+02 -7.14107841069e+02
3.63078054770e+03 4.47574627240e+02 -7.07281307022e+02
3.71535229097e+03 4.32991269957e+02 -7.00216304540e+02
3.80189396321e+03 4.18703876082e+02 -6.92927283493e+02
3.89045144994e+03 4.04718210169e+02 -6.85428771269e+02
3.98107170553e+03 3.91039169987e+02 -6.77735313531e+02
4.07380277804e+03 3.77670805366e+02 -6.69861417809e+02
4.16869383470e+03 3.64616340821e+02 -6.61821500186e+02
4.26579518802e+03 3.51878201587e+02 -6.53629835317e+02
4.36515832240e+03 3.39458042614e+02 -6.45300509960e+02
4.46683592151e+03 3.27356780124e+02 -6.36847380141e+02
4.57088189615e+03 3.15574625329e+02 -6.28284032051e+02
4.67735141287e+03 3.04111119885e+02 -6.19623746692e+02
4.78630092323e+03 2.92965172723e+02 -6.10879468304e+02
4.89778819368e+03 2.82135097873e+02 -6.02063776497e+02
5.01187233627e+03 2.71618652935e+02 -5.93188862053e+02
5.12861383991e+03 2.61413077879e+02 -5.84266506278e+02
5.24807460250e+03 2.51515133872e+02 -5.75308063784e+02
5.37031796370e+03 2.41921141853e+02 -5.66324448564e+02
5.49540873858e+03 2.32627020614e+02 -5.57326123180e+02
5.62341325190e+03 2.23628324173e+02 -5.48323090910e+02
5.75439937337e+03 2.14920278227e+02 -5.39324890647e+02
5.88843655356e+03 2.06497815537e+02 -5.30340594370e+02
6.02559586074e+03 1.98355610098e+02 -5.21378806983e+02
6.16595001861e+03 1.90488109960e+02 -5.12447668318e+02
6.30957344480e+03 1.82889568633e+02 -5.03554857122e+02
6.45654229035e+03 1.75554074978e+02 -4.94707596806e+02
6.60693448008e+03 1.68475581540e+02 -4.85912662787e+02
6.76082975392e+03 1.61647931290e+02 -4.77176391223e+02
6.91830970919e+03 1.55064882749e+02 -4.68504688979e+02
7.07945784384e+03 1.48720133497e+02 -4.59903044639e+02
7.24435960075e+03 1.42607342068e+02 -4.51376540408e+02
